id,airport_code,city,driver_name,driver_rating,driver_trips,cab_type,vehicle_model,passenger_capacity,base_fare,price_per_km,estimated_wait_minutes,is_electric,is_shuttle
2833,NPL,Narnaul,Dinesh Pillai,4.51,1921,Hatchback (WagonR),Tata Tiago,4,250,12,6,0,0
2834,VZY,Vijayawada,Santosh Kulkarni,4.45,1986,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
2835,DHM,Dharamshala / Kangra,Gaurav Tiwari,4.49,2171,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
2836,RKG,Durgapur,Dinesh Pillai,4.44,1350,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,3,0,0
2837,DGR,Deoghar,Suresh Patel,4.71,429,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,8,0,0
2838,MRA,Noida / Jewar,Sanjay Rao,4.46,939,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
2839,NWP,Pithoragarh,Manoj Gupta,4.49,2334,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,6,1,0
2840,COK,Kochi,Dinesh Pillai,4.69,1120,Executive Premium,Toyota Camry Hybrid,4,1200,35,14,0,0
2841,BOK,Bokaro,Sunil Yadav,4.54,1869,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,6,1,0
2842,SIV,Sivasagar,Vikram Singh,4.89,344,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
2843,KARN,Karnal,Vikram Singh,4.56,1375,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,12,0,0
2844,JDH,Jodhpur,Suresh Patel,4.82,301,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
2845,KHA,Khandwa,Suresh Patel,4.76,2044,Executive Premium,Toyota Camry Hybrid,4,1200,35,10,0,0
2846,KAI,Kailashahar,Rajesh Sharma,4.63,1616,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
2847,GON,Gondia,Manoj Gupta,4.78,260,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
2848,IXB,Siliguri / Bagdogra,Dinesh Pillai,4.48,1581,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
2849,RJA,Rajahmundry,Anil Deshmukh,4.41,1001,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
2850,PGH,Pantnagar / Nainital,Vijay Reddy,4.94,1348,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,5,0,0
2851,LGP,Rupsi / Dhubri,Rajesh Sharma,4.55,1897,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
2852,MEH,Mehsana,Manoj Gupta,4.62,389,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,9,1,0
2853,HSR,Rajkot,Anil Deshmukh,4.61,1451,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,9,1,0
2854,IXY,Kandla,Rajesh Sharma,4.53,2310,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
2855,HYD,Hyderabad,Anil Deshmukh,4.68,1217,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
2856,GBI,Kalaburagi (Gulbarga),Gaurav Tiwari,4.5,1032,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,3,0,0
2857,BOM,Mumbai,Praveen Nair,4.43,335,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
2858,JLR,Jabalpur,Vijay Reddy,4.78,365,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
2859,IXS,Silchar,Ramesh Verma,4.67,1530,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,4,0,0
2860,BOK,Bokaro,Pankaj Das,4.97,361,Hatchback (WagonR),Tata Tiago,4,250,12,4,0,0
2861,BLR,Bengaluru,Vijay Reddy,4.81,293,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,14,0,0
2862,AYJ,Ayodhya,Praveen Nair,4.52,2059,Airport Express Shuttle,Force Traveller AC,12,180,8,5,0,1
2863,NVY,Neyveli,Rohan Mehta,4.81,2035,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
2864,NDC,Nanded,Pankaj Das,4.62,842,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
2865,AKL,Akola,Rahul Banerjee,4.66,683,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
2866,NWP,Pithoragarh,Gaurav Tiwari,4.87,1514,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
2867,PYB,Jeypore,Ramesh Verma,4.43,134,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,4,1,0
2868,RAT,Ratlam,Sunil Yadav,4.94,1887,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
2869,TIR,Tirupati,Vijay Reddy,4.83,2171,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,4,0,0
2870,GON,Gondia,Anil Deshmukh,4.75,525,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,5,0,0
2871,BLR,Bengaluru,Gaurav Tiwari,4.77,820,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
2872,ATQ,Amritsar,Dinesh Pillai,4.43,609,Airport Express Shuttle,Force Traveller AC,12,180,8,11,0,1
2873,KOK,Kokrajhar,Mahesh Choudhary,4.42,1362,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,5,0,0
2874,PUR,Purulia,Pankaj Das,4.78,1661,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
2875,KARN,Karnal,Sanjay Rao,4.69,130,Hatchback (WagonR),Tata Tiago,4,250,12,14,0,0
2876,JHW,Jhalawar,Praveen Nair,4.91,208,Airport Express Shuttle,Tata Winger Executive,12,180,8,13,0,1
2877,KBK,Kushinagar,Suresh Patel,4.77,2210,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
2878,IXD,Prayagraj (Allahabad),Mahesh Choudhary,4.7,1172,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
2879,ATQ,Amritsar,Dinesh Pillai,4.44,278,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,10,1,0
2880,AMR,Amravati,Amit Kumar,4.75,701,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,5,0,0
2881,IXW,Jamshedpur,Vikram Singh,4.79,685,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,14,0,0
2882,NAG,Nagpur,Vijay Reddy,4.77,623,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,10,0,0
2883,KAR,Karad / Satara,Amit Kumar,4.94,1851,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,4,0,0
2884,MZS,Sonbhadra,Sunil Yadav,4.46,1011,Executive Premium,Toyota Camry Hybrid,4,1200,35,7,0,0
2885,BHU,Bathinda,Dinesh Pillai,4.57,2106,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,6,0,0
2886,OSB,Dharashiv,Harpreet Singh,4.58,1512,Executive Premium,Mercedes C-Class,4,1200,35,8,0,0
2887,LGP,Rupsi / Dhubri,Pankaj Das,4.95,1121,Executive Premium,Mercedes C-Class,4,1200,35,14,0,0
2888,AMH,Azamgarh,Anil Deshmukh,4.86,1147,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
2889,KUU,Kullu / Manali,Rahul Banerjee,4.76,605,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
2890,SSE,Solapur,Dinesh Pillai,4.67,1594,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,13,0,0
2891,HSS,Hisar,Vikram Singh,4.95,284,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
2892,PNQ,Pune,Suresh Patel,4.85,1421,Hatchback (WagonR),Hyundai i10,4,250,12,5,0,0
2893,HZD,Hazaribagh,Sunil Yadav,4.93,852,Executive Premium,Toyota Camry Hybrid,4,1200,35,11,0,0
2894,JDH,Jodhpur,Suresh Patel,4.69,570,Airport Express Shuttle,Tata Winger Executive,12,180,8,5,0,1
2895,DHR,Dibrugarh,Ramesh Verma,4.66,1382,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,11,0,0
2896,IXA,Agartala,Suresh Patel,4.6,2229,Executive Premium,Skoda Superb,4,1200,35,9,0,0
2897,SAH,Saharanpur,Pankaj Das,4.49,173,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,12,1,0
2898,JAI,Jaipur,Mahesh Choudhary,4.45,669,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,13,1,0
2899,DHR,Dibrugarh,Rahul Banerjee,4.94,2057,Executive Premium,Skoda Superb,4,1200,35,14,0,0
2900,CNN,Kannur,Sanjay Rao,4.92,1559,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,6,0,0
2901,BAR,Baramati,Vikram Singh,4.83,636,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
2902,JRG,Jharsuguda,Sunil Yadav,4.54,1073,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,4,0,0
2903,TIR,Tirupati,Pankaj Das,4.78,1870,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,3,0,0
2904,LKO,Lucknow,Vijay Reddy,4.96,1882,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
2905,KAM,Kamalpur,Rajesh Sharma,4.4,358,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,12,0,0
2906,GAW,Guwahati,Manoj Gupta,4.65,1270,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
2907,CHI,Chhindwara,Rohan Mehta,4.97,517,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
2908,CHI,Chhindwara,Manoj Gupta,4.93,1605,Hatchback (WagonR),Hyundai i10,4,250,12,14,0,0
2909,DMU,Dimapur,Manoj Gupta,4.59,1056,Airport Express Shuttle,Force Traveller AC,12,180,8,4,0,1
2910,REW,Rewa,Sanjay Rao,4.81,2043,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,7,0,0
2911,KAM,Kamalpur,Gaurav Tiwari,4.62,150,Airport Express Shuttle,Force Traveller AC,12,180,8,9,0,1
2912,AMR,Amravati,Vikram Singh,4.45,1447,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,14,1,0
2913,IXY,Kandla,Santosh Kulkarni,4.87,1818,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,5,0,0
2914, سات,Satna,Santosh Kulkarni,4.57,1291,Airport Express Shuttle,Force Traveller AC,12,180,8,13,0,1
2915,IXY,Kandla,Santosh Kulkarni,4.97,1035,Airport Express Shuttle,Force Traveller AC,12,180,8,12,0,1
2916,BLR,Bengaluru,Mahesh Choudhary,4.66,380,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,8,0,0
2917,AMD,Ahmedabad,Rajesh Sharma,4.92,1038,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,3,1,0
2918,CHI,Chhindwara,Rahul Banerjee,4.73,1069,Hatchback (WagonR),Hyundai i10,4,250,12,10,0,0
2919,RJA,Rajahmundry,Sanjay Rao,4.4,1569,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
2920,JAI,Jaipur,Dinesh Pillai,4.5,116,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
2921,NEEM,Neemuch,Anil Deshmukh,4.84,2229,Sedan (Dzire/Etios),Toyota Etios,4,350,14,13,0,0
2922,KJB,Kurnool (Orvakal),Anil Deshmukh,4.68,2025,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,3,1,0
2923,BPI,Mayurbhanj,Pankaj Das,4.63,2378,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,14,1,0
2924,NMS,Naliya,Gaurav Tiwari,4.55,423,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
2925,IXC,Chandigarh,Suresh Patel,4.44,1788,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
2926,JLR,Jabalpur,Deepak Joshi,4.55,2229,Hatchback (WagonR),Tata Tiago,4,250,12,9,0,0
2927,IXP,Pathankot,Harpreet Singh,4.57,2398,Sedan (Dzire/Etios),Toyota Etios,4,350,14,11,0,0
2928,AMD,Ahmedabad,Rajesh Sharma,4.63,119,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
2929,GWL,Gwalior,Rahul Banerjee,4.48,403,Executive Premium,Skoda Superb,4,1200,35,12,0,0
2930,CJB,Coimbatore,Rohan Mehta,4.45,747,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
2931,HJR,Khajuraho,Sanjay Rao,4.81,2108,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,10,0,0
2932,IXP,Pathankot,Rajesh Sharma,4.92,562,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,5,1,0
2933,ISK,Nashik,Sunil Yadav,4.42,302,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
2934,NAG,Nagpur,Anil Deshmukh,4.47,2307,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,9,0,0
2935,SXR,Srinagar,Mahesh Choudhary,4.64,1759,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,9,0,0
2936,IXY,Kandla,Suresh Patel,4.56,975,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,10,1,0
2937,IXT,Pasighat,Vijay Reddy,4.82,1268,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,13,0,0
2938,RKG,Durgapur,Mahesh Choudhary,4.89,457,Executive Premium,Toyota Camry Hybrid,4,1200,35,4,0,0
2939,BHJ,Bhuj (Kutch),Sanjay Rao,4.93,671,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
2940,VNS,Varanasi,Rahul Banerjee,4.56,2287,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
2941,MZS,Sonbhadra,Rahul Banerjee,4.5,294,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,8,0,0
2942,HJR,Khajuraho,Rahul Banerjee,4.54,2226,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,5,0,0
2943,BID,Bidar,Rahul Banerjee,4.45,1911,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,9,0,0
2944,KHO,Khowai,Anil Deshmukh,4.73,426,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,12,1,0
2945,MOR,Moradabad,Mahesh Choudhary,4.79,1937,Airport Express Shuttle,Force Traveller AC,12,180,8,7,0,1
2946,VDY,Vidyanagar / Ballari,Amit Kumar,4.61,725,Executive Premium,Skoda Superb,4,1200,35,9,0,0
2947,ATQ,Amritsar,Dinesh Pillai,4.51,2112,Executive Premium,Toyota Camry Hybrid,4,1200,35,12,0,0
2948,AYJ,Ayodhya,Manoj Gupta,4.86,1973,Executive Premium,Toyota Camry Hybrid,4,1200,35,8,0,0
2949,UTL,Barmer,Mahesh Choudhary,4.74,731,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
2950,HSR,Rajkot,Ramesh Verma,4.85,2097,Hatchback (WagonR),Hyundai i10,4,250,12,6,0,0
2951,DBR,Darbhanga,Rohan Mehta,4.54,1610,Hatchback (WagonR),Hyundai i10,4,250,12,7,0,0
2952,HYD,Hyderabad,Manoj Gupta,4.74,88,Executive Premium,Skoda Superb,4,1200,35,9,0,0
2953,IXR,Ranchi,Suresh Patel,4.53,1619,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
2954,SAG,Shirdi,Suresh Patel,4.53,326,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
2955,TIR,Tirupati,Rajesh Sharma,4.58,2269,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
2956,IXT,Pasighat,Rajesh Sharma,4.94,1315,Sedan (Dzire/Etios),Toyota Etios,4,350,14,4,0,0
2957,SAG,Shirdi,Vikram Singh,4.76,1272,Airport Express Shuttle,Tata Winger Executive,12,180,8,11,0,1
2958,BHJ,Bhuj (Kutch),Suresh Patel,4.58,781,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,12,0,0
2959,HIR,Sambalpur,Rajesh Sharma,4.67,1269,Airport Express Shuttle,Tata Winger Executive,12,180,8,6,0,1
2960,KNU,Kanpur,Rahul Banerjee,4.43,2222,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,4,0,0
2961,IXB,Siliguri / Bagdogra,Anil Deshmukh,4.71,2228,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
2962,AGR,Agra,Mahesh Choudhary,4.75,1324,Executive Premium,Skoda Superb,4,1200,35,6,0,0
2963,RGD,Raigarh,Ramesh Verma,4.61,1434,Airport Express Shuttle,Force Traveller AC,12,180,8,6,0,1
2964,KARN,Karnal,Suresh Patel,4.52,2096,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
2965,ROU,Rourkela,Anil Deshmukh,4.81,207,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
2966,KBK,Kushinagar,Amit Kumar,4.69,792,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
2967,HBI,Itanagar,Vikram Singh,4.46,750,Executive Premium,Mercedes C-Class,4,1200,35,7,0,0
2968,UTL,Barmer,Manoj Gupta,4.52,1869,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
2969,HSR,Rajkot,Dinesh Pillai,4.73,441,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,8,0,0
2970,RXL,Raxaul,Manoj Gupta,4.63,528,Airport Express Shuttle,Tata Winger Executive,12,180,8,7,0,1
2971,TIR,Tirupati,Amit Kumar,4.52,1389,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,4,0,0
2972,TCR,Thoothukudi (Tuticorin),Deepak Joshi,4.46,985,Airport Express Shuttle,Tata Winger Executive,12,180,8,12,0,1
2973,NWP,Pithoragarh,Gaurav Tiwari,4.87,827,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,5,0,0
2974,MZS,Sonbhadra,Gaurav Tiwari,4.8,1647,Executive Premium,Skoda Superb,4,1200,35,8,0,0
2975,GAW,Guwahati,Suresh Patel,4.52,2132,Hatchback (WagonR),Hyundai i10,4,250,12,10,0,0
2976,GWL,Gwalior,Vijay Reddy,4.65,1958,Executive Premium,Toyota Camry Hybrid,4,1200,35,9,0,0
2977,COB,Cooch Behar,Harpreet Singh,4.65,212,Executive Premium,Toyota Camry Hybrid,4,1200,35,14,0,0
2978,AMH,Azamgarh,Harpreet Singh,4.63,1380,Airport Express Shuttle,Tata Winger Executive,12,180,8,4,0,1
2979,IXR,Ranchi,Suresh Patel,4.65,203,Executive Premium,Mercedes C-Class,4,1200,35,3,0,0
2980,SLV,Shimla,Sunil Yadav,4.75,1963,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,5,0,0
2981,AMR,Amravati,Sunil Yadav,4.47,2239,Sedan (Dzire/Etios),Toyota Etios,4,350,14,4,0,0
2982,IXZ,Port Blair (Andaman),Vijay Reddy,4.75,1745,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
2983,JAI,Jaipur,Amit Kumar,4.81,1687,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,3,0,0
2984, سات,Satna,Mahesh Choudhary,4.55,1288,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
2985,DHR,Dibrugarh,Rahul Banerjee,4.97,1518,Airport Express Shuttle,Tata Winger Executive,12,180,8,10,0,1
2986,ALD,Aligarh,Anil Deshmukh,4.74,987,Executive Premium,Skoda Superb,4,1200,35,3,0,0
2987,RKG,Durgapur,Amit Kumar,4.51,1913,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
2988,JLG,Jalgaon,Vijay Reddy,4.68,2318,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,7,0,0
2989,KOK,Kokrajhar,Gaurav Tiwari,4.81,491,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,6,0,0
2990,KAP,Kadapa,Suresh Patel,4.42,1298,Airport Express Shuttle,Tata Winger Executive,12,180,8,5,0,1
2991,RMD,Ratnagiri,Dinesh Pillai,4.8,568,Executive Premium,Toyota Camry Hybrid,4,1200,35,8,0,0
2992,SDW,Sindhudurg,Rajesh Sharma,4.61,219,Hatchback (WagonR),Hyundai i10,4,250,12,4,0,0
2993,MUZ,Muzaffarpur,Santosh Kulkarni,4.95,1649,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
2994,GWL,Gwalior,Pankaj Das,4.82,1969,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,13,0,0
2995,BDQ,Vadodara,Vikram Singh,4.73,2132,Airport Express Shuttle,Force Traveller AC,12,180,8,10,0,1
2996,PAL,Pali,Rohan Mehta,4.88,149,Hatchback (WagonR),Hyundai i10,4,250,12,4,0,0
2997,BAR,Baramati,Manoj Gupta,4.84,800,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,7,0,0
2998,BLR,Bengaluru,Deepak Joshi,4.91,576,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,13,0,0
2999,AGX,Agatti Island (Lakshadweep),Suresh Patel,4.83,1398,Hatchback (WagonR),Hyundai i10,4,250,12,6,0,0
3000,BHJ,Bhuj (Kutch),Rajesh Sharma,4.43,1285,Electric EV (Nexon/Tigor),Tata Tigor EV,4,400,16,11,1,0
3001,ANK,Ankleshwar,Deepak Joshi,4.81,664,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,12,0,0
3002,AKL,Akola,Mahesh Choudhary,4.42,1674,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,9,0,0
3003,CFH,Chitrakoot,Mahesh Choudhary,4.89,965,Hatchback (WagonR),Tata Tiago,4,250,12,3,0,0
3004,AMH,Azamgarh,Vikram Singh,4.67,1627,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
3005,MOR,Moradabad,Suresh Patel,4.66,2215,Hatchback (WagonR),Tata Tiago,4,250,12,10,0,0
3006,NVY,Neyveli,Santosh Kulkarni,4.94,1569,Executive Premium,Mercedes C-Class,4,1200,35,5,0,0
3007,DHM,Dharamshala / Kangra,Amit Kumar,4.53,1034,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,11,0,0
3008,IXR,Ranchi,Suresh Patel,4.9,663,Executive Premium,Skoda Superb,4,1200,35,4,0,0
3009,JGD,Jagdalpur,Mahesh Choudhary,4.71,634,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,4,1,0
3010,CCJ,Kozhikode (Calicut),Anil Deshmukh,4.56,327,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,3,1,0
3011,AMD,Ahmedabad,Sanjay Rao,4.42,1420,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,3,1,0
3012,BHJ,Bhuj (Kutch),Deepak Joshi,4.86,1005,Executive Premium,Toyota Camry Hybrid,4,1200,35,13,0,0
3013,NWP,Pithoragarh,Rahul Banerjee,4.64,2031,Airport Express Shuttle,Tata Winger Executive,12,180,8,5,0,1
3014,DIU,Diu,Sanjay Rao,4.85,2035,Airport Express Shuttle,Tata Winger Executive,12,180,8,9,0,1
3015,AJL,Aizawl,Amit Kumar,4.56,1080,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,8,0,0
3016,VZY,Vijayawada,Rajesh Sharma,4.6,1721,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
3017,SHL,Shillong,Santosh Kulkarni,4.81,1060,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,13,1,0
3018,BTH,Bettiah,Deepak Joshi,4.56,2192,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,8,0,0
3019,DON,Bhadrak / Dhamra,Dinesh Pillai,4.61,1275,Executive Premium,Skoda Superb,4,1200,35,5,0,0
3020,IXM,Madurai,Suresh Patel,4.52,1553,Airport Express Shuttle,Force Traveller AC,12,180,8,8,0,1
3021,COB,Cooch Behar,Vijay Reddy,4.58,1111,Airport Express Shuttle,Tata Winger Executive,12,180,8,9,0,1
3022,CCJ,Kozhikode (Calicut),Amit Kumar,4.52,411,Hatchback (WagonR),Maruti Suzuki WagonR,4,250,12,14,0,0
3023,ZER,Ziro,Vikram Singh,4.65,1607,Executive Premium,Mercedes C-Class,4,1200,35,12,0,0
3024,ALD,Aligarh,Rohan Mehta,4.92,1450,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,11,1,0
3025,SXR,Srinagar,Rohan Mehta,4.92,271,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,10,0,0
3026,PBF,Bilaspur,Vikram Singh,4.71,1923,Sedan (Dzire/Etios),Toyota Etios,4,350,14,8,0,0
3027,IXS,Silchar,Santosh Kulkarni,4.49,189,Executive Premium,Skoda Superb,4,1200,35,12,0,0
3028,VDY,Vidyanagar / Ballari,Harpreet Singh,4.94,948,Airport Express Shuttle,Force Traveller AC,12,180,8,11,0,1
3029,IXT,Pasighat,Anil Deshmukh,4.56,1990,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,12,0,0
3030,DBR,Darbhanga,Ramesh Verma,4.69,1402,Airport Express Shuttle,Force Traveller AC,12,180,8,14,0,1
3031,RJA,Rajahmundry,Deepak Joshi,4.59,1120,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,5,0,0
3032,SLN,Sultanpur,Harpreet Singh,4.57,1316,Executive Premium,Toyota Camry Hybrid,4,1200,35,3,0,0
3033,PNV,Porbandar,Harpreet Singh,4.61,555,Executive Premium,Toyota Camry Hybrid,4,1200,35,9,0,0
3034,VNS,Varanasi,Sunil Yadav,4.9,435,Executive Premium,Skoda Superb,4,1200,35,14,0,0
3035,NMS,Naliya,Gaurav Tiwari,4.46,349,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,5,0,0
3036,BVC,Bhavnagar,Gaurav Tiwari,4.73,1219,Electric EV (Nexon/Tigor),MG ZS EV,4,400,16,6,1,0
3037,MAL,Malda,Dinesh Pillai,4.75,550,Hatchback (WagonR),Tata Tiago,4,250,12,13,0,0
3038,CCU,Kolkata,Rahul Banerjee,4.77,2193,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,3,1,0
3039,RGD,Raigarh,Ramesh Verma,4.54,2336,Executive Premium,Mercedes C-Class,4,1200,35,10,0,0
3040,STV,Surat,Sunil Yadav,4.48,1249,Sedan (Dzire/Etios),Maruti Suzuki Dzire,4,350,14,3,0,0
3041,IXS,Silchar,Santosh Kulkarni,4.48,2152,Hatchback (WagonR),Tata Tiago,4,250,12,5,0,0
3042,PAL,Pali,Pankaj Das,4.86,1502,SUV (Ertiga/Innova),Mahindra XUV700,6,650,20,9,0,0
3043,SWM,Ranthambore / Sawai Madhopur,Suresh Patel,4.41,632,Sedan (Dzire/Etios),Hyundai Aura,4,350,14,14,0,0
3044,IXU,Chhatrapati Sambhaji Nagar (Aurangabad),Rahul Banerjee,4.58,1525,Executive Premium,Mercedes C-Class,4,1200,35,4,0,0
3045,SHL,Shillong,Sunil Yadav,4.46,1807,SUV (Ertiga/Innova),Maruti Ertiga,6,650,20,4,0,0
3046,GOX,Goa (Mopa),Vikram Singh,4.52,286,Electric EV (Nexon/Tigor),Tata Nexon EV,4,400,16,8,1,0
3047,SAH,Saharanpur,Santosh Kulkarni,4.89,1537,Hatchback (WagonR),Tata Tiago,4,250,12,12,0,0
3048,CFH,Chitrakoot,Vikram Singh,4.79,1457,SUV (Ertiga/Innova),Toyota Innova Crysta,6,650,20,13,0,0
